area,diameter,width,height,shape_factor,circularity,cx,cy,time_step,real_time,velocity_y_raw,diameter_clean,shape_factor_clean,velocity_y_clean,circularity_clean,area_clean
132.0,12.964089628857149,28.0,8.0,0.2857142857142857,0.4462142091460765,445.0,4.0,0,0.0,0.0,12.964089628857149,0.2857142857142857,0.0,0.4462142091460765,132.0
132.0,12.964089628857149,28.0,8.0,0.2857142857142857,0.4462142091460765,445.0,4.0,1,0.001,0.0,12.964089628857149,0.2857142857142857,0.0,0.4462142091460765,132.0
132.0,12.964089628857149,28.0,8.0,0.2857142857142857,0.4462142091460765,445.0,4.0,2,0.002,0.0,12.964089628857149,0.2857142857142857,0.0,0.4462142091460765,132.0
132.0,12.964089628857149,28.0,8.0,0.2857142857142857,0.4462142091460765,445.0,4.0,3,0.003,0.0,12.964089628857149,0.2857142857142857,0.0,0.4462142091460765,132.0
132.0,12.964089628857149,28.0,8.0,0.2857142857142857,0.4462142091460765,445.0,4.0,4,0.004,0.0,12.964089628857149,0.2857142857142857,0.0,0.4462142091460765,132.0
132.0,12.964089628857149,28.0,8.0,0.2857142857142857,0.4462142091460765,445.0,4.0,5,0.005,0.0,12.964089628857149,0.2857142857142857,0.0,0.4462142091460765,132.0
132.0,12.964089628857149,28.0,8.0,0.2857142857142857,0.4462142091460765,445.0,4.0,6,0.006,0.0,12.964089628857149,0.2857142857142857,0.0,0.4462142091460765,132.0
132.0,12.964089628857149,28.0,8.0,0.2857142857142857,0.4462142091460765,445.0,4.0,7,0.007,0.0,12.964089628857149,0.2857142857142857,0.0,0.4462142091460765,132.0
133.0,13.013103375051497,28.0,8.0,0.2857142857142857,0.44959461982142557,445.0,4.0,8,0.008,-2.2737367544323206e-13,13.013103375051497,0.2857142857142857,-2.2737367544323206e-13,0.44959461982142557,133.0
134.0,13.061933202803933,28.0,8.0,0.2857142857142857,0.4529750304967746,445.0,4.0,9,0.009000000000000001,2.2737367544323206e-13,13.061933202803933,0.2857142857142857,2.2737367544323206e-13,0.4529750304967746,134.0
135.0,13.110581167104948,28.0,8.0,0.2857142857142857,0.4563554411721237,445.0,4.0,10,0.01,500.00000000000045,13.110581167104948,0.2857142857142857,1.5158245029548806e-13,0.4563554411721237,135.0
141.0,13.398760233979036,28.0,9.0,0.32142857142857145,0.46394471505465923,445.0,5.0,11,0.011,500.00000000000045,13.398760233979036,0.32142857142857145,7.579122514774403e-14,0.46394471505465923,141.0
146.0,13.63425735166143,28.0,9.0,0.32142857142857145,0.48039665530482445,445.0,5.0,12,0.012,0.0,13.63425735166143,0.32142857142857145,0.0,0.48039665530482445,146.0
150.5,13.842779759955802,28.0,9.0,0.32142857142857145,0.4859472445803403,445.0,5.0,13,0.013000000000000001,4.547473508864641e-13,13.842779759955802,0.32142857142857145,4.547473508864641e-13,0.4859472445803403,150.5
159.5,14.250673927406327,28.0,10.0,0.35714285714285715,0.5015970350415534,445.0,5.0,14,0.014,0.0,14.250673927406327,0.35714285714285715,0.0,0.5015970350415534,159.5
170.0,14.712264360219255,29.0,10.0,0.3448275862068966,0.49342407639590596,445.0,5.0,15,0.015,-4.547473508864641e-13,14.712264360219255,0.3448275862068966,-4.547473508864641e-13,0.49342407639590596,170.0
187.0,15.430353037616328,29.0,11.0,0.3793103448275862,0.5293531781505405,445.0,5.0,16,0.016,499.99999999999955,15.430353037616328,0.3793103448275862,499.99999999999955,0.5293531781505405,187.0
203.0,16.07692842495848,31.0,11.0,0.3548387096774194,0.511398277994151,445.0,6.0,17,0.017,499.99999999999955,16.07692842495848,0.3548387096774194,499.99999999999955,0.511398277994151,203.0
224.5,16.906870727400857,31.0,12.0,0.3870967741935484,0.5435745948555545,445.0,6.0,18,0.018000000000000002,-9.094947017729282e-13,16.906870727400857,0.3870967741935484,-9.094947017729282e-13,0.5435745948555545,224.5
252.5,17.93022545997759,33.0,13.0,0.3939393939393939,0.5369784312148883,445.0,6.0,19,0.019,499.99999999999955,17.93022545997759,0.3939393939393939,499.99999999999955,0.5369784312148883,252.5
284.5,19.0325156108475,35.0,14.0,0.4,0.535629070515686,445.0,7.0,20,0.02,499.99999999999955,19.0325156108475,0.4,499.99999999999955,0.535629070515686,284.5
325.5,20.357786515515272,37.0,15.0,0.40540540540540543,0.5463342858885013,445.0,7.0,21,0.021,-4.547473508864641e-13,20.357786515515272,0.40540540540540543,499.9999999999993,0.5463342858885013,325.5
372.5,21.778010249190537,39.0,16.0,0.41025641025641024,0.5608778399034442,445.0,7.0,22,0.022,499.9999999999991,21.778010249190537,0.41025641025641024,499.9999999999991,0.5608778399034442,372.5
436.5,23.574754744787878,43.0,18.0,0.4186046511627907,0.5375842231715674,445.0,8.0,23,0.023,499.99999999999955,23.574754744787878,0.4186046511627907,499.99999999999955,0.5375842231715674,436.5
515.0,25.60699837034026,46.0,20.0,0.43478260869565216,0.5421703755369384,446.0,8.0,24,0.024,499.99999999999955,25.60699837034026,0.43478260869565216,499.99999999999955,0.5421703755369384,515.0
627.0,28.254578293596012,49.0,22.0,0.4489795918367347,0.5650680316467259,446.0,9.0,25,0.025,999.9999999999986,28.254578293596012,0.4489795918367347,999.9999999999986,0.5650680316467259,627.0
761.5,31.137949728840955,51.0,24.0,0.47058823529411764,0.6075888629889941,446.0,10.0,26,0.026000000000000002,1000.0,31.137949728840955,0.47058823529411764,1000.0,0.6075888629889941,761.5
910.0,34.03891869182977,53.0,26.0,0.49056603773584906,0.6360659293447736,447.0,11.0,27,0.027,1000.0000000000018,34.03891869182977,0.49056603773584906,1000.0000000000018,0.6360659293447736,910.0
1062.5,36.780660900548135,55.0,28.0,0.509090909090909,0.6559629130921792,447.0,12.0,28,0.028,999.9999999999991,36.780660900548135,0.509090909090909,999.9999999999991,0.6559629130921792,1062.5
1226.5,39.517443004547715,58.0,30.0,0.5172413793103449,0.661264835688092,447.0,13.0,29,0.029,999.9999999999991,39.517443004547715,0.5172413793103449,999.9999999999991,0.661264835688092,1226.5
