area,diameter,width,height,shape_factor,circularity,cx,cy,time_step,real_time,velocity_y_raw,diameter_clean,shape_factor_clean,velocity_y_clean,circularity_clean,area_clean
132.0,12.964089628857149,28.0,8.0,0.2857142857142857,0.4462142091460765,445.0,4.0,0,0.0,0.0,12.964089628857149,0.2857142857142857,0.0,0.4462142091460765,132.0
132.0,12.964089628857149,28.0,8.0,0.2857142857142857,0.4462142091460765,445.0,4.0,1,0.001,0.0,12.964089628857149,0.2857142857142857,0.0,0.4462142091460765,132.0
132.0,12.964089628857149,28.0,8.0,0.2857142857142857,0.4462142091460765,445.0,4.0,2,0.002,0.0,12.964089628857149,0.2857142857142857,0.0,0.4462142091460765,132.0
132.0,12.964089628857149,28.0,8.0,0.2857142857142857,0.4462142091460765,445.0,4.0,3,0.003,0.0,12.964089628857149,0.2857142857142857,0.0,0.4462142091460765,132.0
132.0,12.964089628857149,28.0,8.0,0.2857142857142857,0.4462142091460765,445.0,4.0,4,0.004,0.0,12.964089628857149,0.2857142857142857,0.0,0.4462142091460765,132.0
132.0,12.964089628857149,28.0,8.0,0.2857142857142857,0.4462142091460765,445.0,4.0,5,0.005,0.0,12.964089628857149,0.2857142857142857,0.0,0.4462142091460765,132.0
132.0,12.964089628857149,28.0,8.0,0.2857142857142857,0.4462142091460765,445.0,4.0,6,0.006,0.0,12.964089628857149,0.2857142857142857,0.0,0.4462142091460765,132.0
132.0,12.964089628857149,28.0,8.0,0.2857142857142857,0.4462142091460765,445.0,4.0,7,0.007,0.0,12.964089628857149,0.2857142857142857,0.0,0.4462142091460765,132.0
133.0,13.013103375051497,28.0,8.0,0.2857142857142857,0.44959461982142557,445.0,4.0,8,0.008,-2.2737367544323206e-13,13.013103375051497,0.2857142857142857,-2.2737367544323206e-13,0.44959461982142557,133.0
134.0,13.061933202803933,28.0,8.0,0.2857142857142857,0.4529750304967746,445.0,4.0,9,0.009000000000000001,2.2737367544323206e-13,13.061933202803933,0.2857142857142857,2.2737367544323206e-13,0.4529750304967746,134.0
135.0,13.110581167104948,28.0,8.0,0.2857142857142857,0.4563554411721237,445.0,4.0,10,0.01,500.00000000000045,13.110581167104948,0.2857142857142857,1.5158245029548806e-13,0.4563554411721237,135.0
140.0,13.351162356249091,28.0,9.0,0.32142857142857145,0.4606543270046262,445.0,5.0,11,0.011,500.00000000000045,13.351162356249091,0.32142857142857145,7.579122514774403e-14,0.4606543270046262,140.0
144.0,13.540550005146152,28.0,9.0,0.32142857142857145,0.4738158792047584,445.0,5.0,12,0.012,0.0,13.540550005146152,0.32142857142857145,0.0,0.4738158792047584,144.0
149.5,13.796713809378915,28.0,9.0,0.32142857142857145,0.48271835738946606,445.0,5.0,13,0.013000000000000001,4.547473508864641e-13,13.796713809378915,0.32142857142857145,4.547473508864641e-13,0.48271835738946606,149.5
154.5,14.02553063743339,28.0,9.0,0.32142857142857145,0.49886278977758614,445.0,5.0,14,0.014,0.0,14.02553063743339,0.32142857142857145,0.0,0.49886278977758614,154.5
165.5,14.516237276018515,28.0,10.0,0.35714285714285715,0.5204658850982692,445.0,5.0,15,0.015,-4.547473508864641e-13,14.516237276018515,0.35714285714285715,-4.547473508864641e-13,0.5204658850982692,165.5
177.0,15.012108426804138,29.0,10.0,0.3448275862068966,0.5137415383651491,445.0,5.0,16,0.016,0.0,15.012108426804138,0.3448275862068966,0.0,0.5137415383651491,177.0
195.0,15.756957549709801,30.0,11.0,0.36666666666666664,0.5202944321775448,445.0,5.0,17,0.017,499.99999999999955,15.756957549709801,0.36666666666666664,499.99999999999955,0.5202944321775448,195.0
214.0,16.50676414605009,31.0,12.0,0.3870967741935484,0.5266815912430671,445.0,6.0,18,0.018000000000000002,499.9999999999982,16.50676414605009,0.3870967741935484,499.9999999999982,0.5266815912430671,214.0
239.0,17.44431859350499,33.0,13.0,0.3939393939393939,0.5161046505632305,445.0,6.0,19,0.019,9.094947017729282e-13,17.44431859350499,0.3939393939393939,499.99999999999886,0.5161046505632305,239.0
268.0,18.47236308621676,34.0,14.0,0.4117647058823529,0.5380867184206459,445.0,6.0,20,0.02,499.99999999999955,18.47236308621676,0.4117647058823529,499.99999999999955,0.5380867184206459,268.0
301.5,19.5928998042059,35.0,15.0,0.42857142857142855,0.5562960800326685,445.0,7.0,21,0.021,499.9999999999982,19.5928998042059,0.42857142857142855,499.9999999999982,0.5562960800326685,301.5
344.0,20.928315827817965,38.0,16.0,0.42105263157894735,0.5485803585047238,445.0,7.0,22,0.022,499.9999999999991,20.928315827817965,0.42105263157894735,499.9999999999991,0.5485803585047238,344.0
394.5,22.411894172470603,41.0,17.0,0.4146341463414634,0.5358624442822567,445.0,8.0,23,0.023,499.99999999999955,22.411894172470603,0.4146341463414634,499.99999999999955,0.5358624442822567,394.5
457.0,24.121991458915023,44.0,18.0,0.4090909090909091,0.5350858876592617,445.0,8.0,24,0.024,499.99999999999955,24.121991458915023,0.4090909090909091,499.99999999999955,0.5350858876592617,457.0
544.0,26.318098569918163,47.0,20.0,0.425531914893617,0.5522948533179883,446.0,9.0,25,0.025,499.99999999999955,26.318098569918163,0.425531914893617,499.99999999999955,0.5522948533179883,544.0
657.5,28.9336309623139,49.0,22.0,0.4489795918367347,0.5867197640414218,446.0,9.0,26,0.026000000000000002,500.0000000000018,28.9336309623139,0.4489795918367347,500.0000000000018,0.5867197640414218,657.5
794.5,31.805484091459554,51.0,25.0,0.49019607843137253,0.6141869844413538,446.0,10.0,27,0.027,1500.000000000001,31.805484091459554,0.49019607843137253,666.6666666666675,0.6141869844413538,794.5
938.0,34.558626896356614,54.0,27.0,0.5,0.6288276876607953,447.0,12.0,28,0.028,1499.999999999999,34.558626896356614,0.5,833.3333333333333,0.6288276876607953,938.0
1089.0,37.23651251415192,56.0,28.0,0.5,0.6591901169064732,447.0,13.0,29,0.029,999.9999999999991,37.23651251415192,0.5,999.9999999999991,0.6591901169064732,1089.0
